THC + THCA,CBD + CBDA,THCV + THCVA,CBC + CBCA,CBG + CBGA,CBN + CBNA,ALPHA-BISABOLOL,BORNEOL,CAMPHENE,CARENE,CARYOPHYLLENE OXIDE,BETA-CARYOPHYLLENE,FENCHOL,GERANIOL,ALPHA-HUMULENE,LIMONENE,LINALOOL,MYRCENE,ALPHA-PHELLANDRENE,TERPINOLENE,ALPHA-TERPINEOL,ALPHA-TERPINENE,GAMMA-TERPINENE,TOTAL NEROLIDOL,TOTAL OCIMENE,ALPHA-PINENE,BETA-PINENE
0.0011%,0.0378%,n/a,0.%,0.0009%,n/a,n/a,n/a,0.0001%,0.%,0.0011%,0.0014%,n/a,0.%,n/a,n/a,0.%,n/a,n/a,n/a,n/a,0.0002%,0.0001%,n/a,0.%,0.0043%,n/a
